4PTN:Matematyka:BW;3PTN:Matematyka:BW;3PTN:Matematyka:BW
3PTN:Matematyka:BW;4PTN:Matematyka:BW;4PTN:Matematyka:BW
4PTN:Matematyka:BW;3PTN:Matematyka:BW;4PTN:Matematyka:BW
 : : ;4PTN:Matematyka:BW
4PTN:Matematyka:BW;4PTN:Matematyka:BW;4PTN:Matematyka:BW
